# VP04   2012-04-25_15-15-52
# Elapsed time of measurement: 589 s
# Visual calibration
# n,x,y,z,phi,std(phi)
1, 28.14, 11.70, -65.81, -2.56, 0.01


# Localization experiment
# mode: 0 => generic; 1 => brs_calypso; 2 => brs_rar
# trial_number, mode, source, n, x, y, z, phi, real_phi, delta, stdev, elapsed_time
 40, 0,  1, 1,   33.10,   13.40,  -65.43,   35.92,   41.60,   -6.68,    0.08,    5.22
 78, 0,  2, 1,   31.70,   13.99,  -65.41,   29.05,   34.80,   -3.63,    0.03,    5.32
 53, 0,  3, 1,   29.50,   13.73,  -65.53,   18.80,   21.80,   -0.29,    0.05,    4.52
 81, 0,  4, 1,   29.60,   14.29,  -65.46,   10.49,   11.40,   -0.65,    0.29,    2.32
 68, 0,  5, 1,   29.21,   14.38,  -65.48,    4.65,    5.70,   -0.69,    0.05,    5.28
 93, 0,  6, 1,   28.56,   12.66,  -65.73,   -0.00,    0.00,    0.47,    0.05,    3.87
 28, 0,  7, 1,   28.17,   12.91,  -65.76,   -6.00,  -11.40,    0.95,    0.04,    4.68
 48, 0,  8, 1,   27.63,   13.07,  -65.64,   -7.24,  -16.80,    2.05,    0.12,    3.26
 77, 0,  9, 1,   26.98,   11.70,  -65.46,  -22.70,  -31.20,    1.48,    0.04,    5.06
 33, 0, 10, 1,   26.42,   11.21,  -65.51,  -28.59,  -38.90,    1.70,    0.08,    4.62
 97, 0, 11, 1,   27.10,   10.65,  -65.60,  -31.03,  -42.20,    0.73,    0.12,    4.16
 85, 0,  1, 1,   33.22,   11.88,  -65.43,   39.07,   41.60,   -9.36,    0.07,    3.54
 23, 0,  2, 1,   31.77,   13.62,  -65.51,   26.99,   34.80,   -4.54,    0.15,    5.08
 71, 0,  3, 1,   31.13,   15.12,  -65.25,   23.21,   21.80,   -2.08,    0.05,    4.55
 87, 0,  4, 1,   29.19,   13.29,  -65.65,    9.13,   11.40,   -0.11,    0.03,    2.56
 95, 0,  5, 1,   29.03,   12.92,  -65.63,    6.26,    5.70,   -0.31,    0.05,    2.90
 88, 0,  6, 1,   28.16,   13.20,  -65.60,    1.00,    0.00,    1.61,    0.16,    3.79
 22, 0,  7, 1,   27.41,   12.27,  -65.69,   -9.77,  -11.40,    2.13,    0.05,    4.35
 82, 0,  8, 1,   28.22,   13.65,  -65.57,   -6.40,  -16.80,    0.68,    0.10,    2.52
 75, 0,  9, 1,   26.54,   11.27,  -65.45,  -25.98,  -31.20,    2.23,    0.03,    3.34
 37, 0, 10, 1,   26.59,   11.42,  -65.45,  -26.93,  -38.90,    1.78,    0.08,    3.66
 51, 0, 11, 1,   27.06,   11.33,  -65.62,  -29.56,  -42.20,    0.36,    0.07,    4.83
 32, 0,  1, 1,   33.36,   12.26,  -65.50,   37.94,   41.60,   -8.42,    0.11,    5.07
 11, 0,  2, 1,   32.25,   13.03,  -65.59,   29.60,   34.80,   -5.61,    0.05,    5.01
 10, 0,  3, 1,   30.06,   13.83,  -65.56,   17.50,   21.80,   -1.39,    0.07,    5.87
 62, 0,  4, 1,   29.79,   13.33,  -65.61,   12.46,   11.40,   -1.57,    0.03,    4.94
 99, 0,  5, 1,   28.83,   13.24,  -65.66,    6.54,    5.70,    0.54,    0.21,    2.44
 35, 0,  6, 1,   28.03,   13.70,  -65.58,    1.42,    0.00,    1.76,    0.10,    2.59
 19, 0,  7, 1,   27.86,   13.04,  -65.69,   -6.07,  -11.40,    1.53,    0.06,    3.70
 67, 0,  8, 1,   27.87,   13.37,  -65.56,  -11.58,  -16.80,    0.26,    0.06,    5.86
  7, 0,  9, 1,   27.47,   12.05,  -65.65,  -22.46,  -31.20,    0.07,    0.06,    5.69
 21, 0, 10, 1,   25.93,    9.40,  -65.38,  -31.16,  -38.90,    4.48,    0.06,    3.67
 16, 0, 11, 1,   25.89,    9.55,  -65.35,  -30.80,  -42.20,    4.53,    0.02,    5.51
 65, 1,  1, 1,   34.82,   11.67,  -65.36,   44.59,   41.60,  -11.83,    0.14,    4.56
 96, 1,  2, 1,   32.27,   13.41,  -65.30,   31.20,   34.80,   -5.76,    0.27,    4.62
  6, 1,  3, 1,   30.18,   14.05,  -65.62,   18.81,   21.80,   -1.48,    0.24,    4.71
 76, 1,  4, 1,   29.16,   14.22,  -65.55,    8.37,   11.40,    0.05,    0.23,    4.54
 47, 1,  5, 1,   28.77,   13.46,  -65.60,    4.01,    5.70,    0.62,    0.21,    2.60
 46, 1,  6, 1,   28.21,   13.34,  -65.71,    1.55,    0.00,    1.72,    0.31,    3.84
 12, 1,  7, 1,   27.08,   13.30,  -65.53,  -13.19,  -11.40,    2.12,    0.12,    7.54
 91, 1,  8, 1,   27.18,   10.98,  -65.66,  -17.64,  -16.80,    2.72,    0.23,    4.56
  4, 1,  9, 1,   27.53,   11.95,  -65.61,  -28.06,  -31.20,   -1.18,    0.14,    6.30
  8, 1, 10, 1,   26.65,   10.75,  -65.42,  -38.10,  -38.90,   -0.50,    0.14,    4.70
  9, 1, 11, 1,   26.20,    9.37,  -65.35,  -43.09,  -42.20,    1.12,    0.16,    4.90
 66, 1,  1, 1,   35.35,   10.96,  -65.35,   45.59,   41.60,  -13.50,    0.14,    3.47
 45, 1,  2, 1,   32.56,   13.32,  -65.49,   33.66,   34.80,   -6.21,    0.06,    4.17
 98, 1,  3, 1,   30.54,   12.91,  -65.56,   21.14,   21.80,   -2.97,    0.18,    4.06
 61, 1,  4, 1,   29.25,   13.37,  -65.63,    8.45,   11.40,   -0.45,    0.18,    4.75
 29, 1,  5, 1,   29.56,   13.66,  -65.59,    6.50,    5.70,   -1.08,    0.40,    3.65
 79, 1,  6, 1,   28.54,   13.87,  -65.64,    0.89,    0.00,    0.86,    0.22,    3.50
 15, 1,  7, 1,   27.30,   13.07,  -65.73,  -11.12,  -11.40,    2.10,    0.18,    3.70
 55, 1,  8, 1,   27.32,   12.19,  -65.66,  -19.26,  -16.80,    0.73,    0.06,    4.37
 92, 1,  9, 1,   26.37,    9.67,  -65.48,  -31.95,  -31.20,    3.17,    0.22,    4.28
 52, 1, 10, 1,   26.44,    8.90,  -65.28,  -41.08,  -38.90,    1.99,    0.25,    4.89
  5, 1, 11, 1,   26.79,   10.17,  -65.46,  -39.94,  -42.20,   -0.12,    0.06,    4.52
 27, 1,  1, 1,   34.89,    9.73,  -65.36,   44.77,   41.60,  -14.04,    0.12,    5.49
 73, 1,  2, 1,   33.05,   13.66,  -65.42,   37.28,   34.80,   -6.45,    0.10,    4.92
 89, 1,  3, 1,   30.52,   13.43,  -65.43,   19.21,   21.80,   -2.71,    0.26,    2.99
 34, 1,  4, 1,   29.53,   13.53,  -65.60,   14.38,   11.40,   -1.09,    0.19,    4.68
  3, 1,  5, 1,   30.11,   13.88,  -65.57,    9.29,    5.70,   -2.29,    0.24,    4.80
 94, 1,  6, 1,   28.25,   12.25,  -65.76,   -1.89,    0.00,    0.90,    0.03,    4.32
 36, 1,  7, 1,   27.13,   12.78,  -65.48,  -12.69,  -11.40,    2.15,    0.15,    5.06
 74, 1,  8, 1,   26.74,   12.07,  -65.61,  -18.13,  -16.80,    2.44,    0.15,    6.52
 59, 1,  9, 1,   26.52,   10.34,  -65.48,  -29.56,  -31.20,    2.83,    0.14,    5.38
 54, 1, 10, 1,   26.49,    9.88,  -65.52,  -39.38,  -38.90,    0.68,    0.15,    3.92
 56, 1, 11, 1,   26.72,    9.87,  -65.37,  -41.85,  -42.20,    0.33,    0.24,    3.95
 50, 2,  1, 1,   34.58,   11.26,  -65.40,   45.53,   41.60,  -11.90,    0.28,    6.36
 57, 2,  2, 1,   32.63,   13.73,  -65.31,   32.78,   34.80,   -5.64,    0.36,    5.58
 17, 2,  3, 1,   30.72,   13.60,  -65.69,   21.25,   21.80,   -2.33,    0.27,    5.69
 44, 2,  4, 1,   29.47,   14.28,  -65.28,   11.48,   11.40,   -0.57,    0.22,    4.99
 69, 2,  5, 1,   28.56,   14.72,  -65.45,    1.03,    5.70,    0.18,    0.22,    4.16
 64, 2,  6, 1,   28.06,   14.22,  -65.38,   -2.02,    0.00,    1.05,    0.42,    5.65
 24, 2,  7, 1,   26.93,   12.60,  -65.55,  -11.97,  -11.40,    3.20,    0.27,    4.35
 14, 2,  8, 1,   26.66,   12.62,  -65.42,  -19.61,  -16.80,    2.53,    0.17,    6.13
 42, 2,  9, 1,   27.27,   11.21,  -65.66,  -28.79,  -31.20,    0.08,    0.12,    4.19
 41, 2, 10, 1,   26.66,   11.10,  -65.56,  -36.35,  -38.90,   -0.10,    0.48,    4.47
 43, 2, 11, 1,   26.78,   10.27,  -65.45,  -36.78,  -42.20,    0.47,    0.14,    3.16
 58, 2,  1, 1,   33.78,   12.78,  -65.40,   37.71,   41.60,   -8.75,    0.31,    5.00
  1, 2,  2, 1,   33.06,   12.27,  -65.68,   33.82,   34.80,   -7.88,    0.36,    6.00
 80, 2,  3, 1,   31.48,   14.03,  -65.35,   21.30,   21.80,   -4.13,    0.18,    8.37
 63, 2,  4, 1,   29.44,   14.70,  -65.39,   10.46,   11.40,   -0.35,    0.22,   11.24
 38, 2,  5, 1,   28.55,   14.14,  -65.55,    5.81,    5.70,    0.88,    0.31,    5.54
 72, 2,  6, 1,   27.91,   14.77,  -65.33,   -3.32,    0.00,    1.34,    0.20,    5.89
 60, 2,  7, 1,   27.64,   12.40,  -65.64,  -13.14,  -11.40,    1.35,    0.37,    4.59
 83, 2,  8, 1,   27.32,   12.56,  -65.51,  -20.18,  -16.80,    0.73,    0.22,    3.06
 20, 2,  9, 1,   26.26,   10.16,  -65.54,  -29.21,  -31.20,    3.28,    0.22,    4.86
 26, 2, 10, 1,   25.57,    9.41,  -65.33,  -39.54,  -38.90,    3.23,    0.20,    5.21
 30, 2, 11, 1,   25.90,    9.51,  -65.29,  -39.23,  -42.20,    2.00,    0.56,    5.60
 70, 2,  1, 1,   32.54,   14.10,  -65.45,   35.42,   41.60,   -4.99,    0.40,    6.57
 90, 2,  2, 1,   32.89,   12.98,  -65.36,   33.09,   34.80,   -7.68,    0.37,    2.96
