# VP11   2012-05-03_11-26-58
# Elapsed time of measurement: 542 s
# Visual calibration
# n,x,y,z,phi,std(phi)
1, 28.95, 18.25, -77.02, -4.91, 0.05


# Localization experiment
# mode: 0 => generic; 1 => brs_calypso; 2 => brs_rar
# trial_number, mode, source, n, x, y, z, phi, real_phi, delta, stdev, elapsed_time
 32, 0,  1, 1,   30.58,   15.37,  -74.96,   37.03,   41.60,   -8.23,    0.04,    5.10
 31, 0,  2, 1,   29.59,   16.37,  -74.98,   28.99,   34.80,   -5.64,    0.05,    4.44
 30, 0,  3, 1,   28.58,   16.06,  -75.22,   17.20,   21.80,   -4.02,    0.09,    2.91
 35, 0,  4, 1,   27.39,   14.46,  -75.42,    8.79,   11.40,   -1.80,    0.05,    2.76
 34, 0,  5, 1,   26.93,   14.02,  -75.48,    4.51,    5.70,   -0.62,    0.09,    5.57
  8, 0,  6, 1,   27.15,   16.60,  -75.44,   -2.02,    0.00,   -1.71,    0.02,    2.31
 97, 0,  7, 1,   27.79,   13.07,  -75.72,  -11.28,  -11.40,   -1.69,    0.04,    3.54
 28, 0,  8, 1,   26.53,   14.55,  -75.66,  -14.12,  -16.80,   -0.16,    0.04,    5.12
 45, 0,  9, 1,   26.69,   12.28,  -75.76,  -28.07,  -31.20,    0.65,    0.06,    6.11
 96, 0, 10, 1,   27.57,   11.25,  -75.77,  -32.97,  -38.90,   -0.85,    0.04,    7.34
 72, 0, 11, 1,   26.22,   11.97,  -75.54,  -37.60,  -42.20,   -0.07,    0.05,    6.04
 84, 0,  1, 1,   31.62,   12.60,  -75.05,   36.73,   41.60,  -11.22,    0.26,    5.90
 58, 0,  2, 1,   30.86,   14.81,  -75.08,   33.25,   34.80,   -8.33,    0.06,    6.00
 51, 0,  3, 1,   27.48,   14.02,  -75.30,   15.67,   21.80,   -2.20,    0.03,    4.84
 59, 0,  4, 1,   28.98,   15.49,  -75.39,   12.23,   11.40,   -3.89,    0.10,    9.26
 15, 0,  5, 1,   27.64,   15.72,  -75.44,    5.02,    5.70,   -2.41,    0.04,    2.89
 77, 0,  6, 1,   27.10,   13.23,  -75.57,   -1.22,    0.00,   -0.60,    0.11,    3.58
 86, 0,  7, 1,   27.03,   13.31,  -75.67,  -11.37,  -11.40,    0.06,    0.04,    4.93
 17, 0,  8, 1,   25.93,   14.86,  -75.56,  -12.50,  -16.80,    1.18,    0.05,    3.36
 20, 0,  9, 1,   26.28,   13.20,  -75.70,  -27.25,  -31.20,    0.61,    0.16,    4.25
 27, 0, 10, 1,   26.72,   12.51,  -75.73,  -32.25,  -38.90,    0.23,    0.12,    4.64
 73, 0, 11, 1,   26.45,   12.17,  -75.56,  -37.48,  -42.20,   -0.60,    0.06,    2.99
 81, 0,  1, 1,   31.30,   13.35,  -75.02,   36.08,   41.60,   -9.89,    0.09,    3.68
 53, 0,  2, 1,   29.86,   14.24,  -75.16,   28.99,   34.80,   -7.31,    0.06,    7.38
 70, 0,  3, 1,   29.58,   14.27,  -75.20,   22.27,   21.80,   -6.28,    0.11,    5.96
 16, 0,  4, 1,   28.08,   15.89,  -75.37,    9.53,   11.40,   -3.36,    0.08,    2.71
  6, 0,  5, 1,   27.53,   16.67,  -75.41,    3.28,    5.70,   -2.29,    0.09,    2.75
 75, 0,  6, 1,   28.01,   15.51,  -75.41,   -0.32,    0.00,   -2.84,    0.03,    6.04
 44, 0,  7, 1,   26.19,   14.29,  -75.57,   -9.29,  -11.40,    1.31,    0.04,    4.31
 14, 0,  8, 1,   25.80,   14.87,  -75.58,  -13.39,  -16.80,    1.48,    0.11,    3.45
 87, 0,  9, 1,   27.35,   12.33,  -75.74,  -28.45,  -31.20,   -0.93,    0.12,    3.33
 82, 0, 10, 1,   27.11,   11.81,  -75.71,  -33.13,  -38.90,   -0.37,    0.06,    3.29
 54, 0, 11, 1,   27.20,   12.22,  -75.66,  -40.93,  -42.20,   -1.25,    0.10,   10.79
 66, 1,  1, 1,   32.27,   14.20,  -74.87,   45.47,   41.60,  -11.22,    0.11,    4.31
  4, 1,  2, 1,   30.00,   16.81,  -74.82,   39.93,   34.80,   -6.63,    0.03,    3.36
 50, 1,  3, 1,   28.75,   16.25,  -75.13,   22.30,   21.80,   -3.71,    0.36,    4.56
 55, 1,  4, 1,   29.05,   17.30,  -75.12,   14.14,   11.40,   -4.02,    0.28,    5.09
 19, 1,  5, 1,   27.70,   16.08,  -75.47,   10.50,    5.70,   -2.74,    0.24,    2.75
 18, 1,  6, 1,   27.05,   16.08,  -75.47,    3.63,    0.00,   -1.09,    0.11,    4.36
