# VP02   2012-04-25_11-08-20
# Elapsed time of measurement: 453 s
# Visual calibration
# n,x,y,z,phi,std(phi)
1, 24.92, 18.07, -74.56, -0.04, 0.05


# Localization experiment
# mode: 0 => generic; 1 => brs_calypso; 2 => brs_rar
# trial_number, mode, source, n, x, y, z, phi, real_phi, delta, stdev, elapsed_time
 68, 0,  1, 1,   31.26,   19.24,  -74.18,   38.61,   41.60,   -2.73,    0.04,    2.45
 55, 0,  2, 1,   28.61,   19.74,  -74.15,   30.57,   34.80,    0.15,    0.05,    3.39
 13, 0,  3, 1,   27.82,   20.69,  -73.84,   21.33,   21.80,    0.01,    0.07,    2.71
 32, 0,  4, 1,   27.75,   19.36,  -74.65,   10.98,   11.40,   -1.23,    0.05,    3.52
 27, 0,  5, 1,   26.79,   19.38,  -74.62,    3.47,    5.70,   -0.73,    0.08,    2.40
 82, 0,  6, 1,   25.36,   18.01,  -74.70,   -0.96,    0.00,    1.26,    0.16,    1.83
  6, 0,  7, 1,   24.35,   19.14,  -74.27,   -5.72,  -11.40,    0.11,    0.15,    2.65
 74, 0,  8, 1,   24.93,   17.51,  -74.71,   -8.69,  -16.80,   -0.87,    0.12,    2.90
 98, 0,  9, 1,   24.96,   14.94,  -75.05,  -17.72,  -31.20,    0.71,    0.16,    1.86
 81, 0, 10, 1,   24.31,   15.40,  -74.76,  -26.66,  -38.90,   -1.28,    0.06,    2.95
 14, 0, 11, 1,   22.85,   15.32,  -74.27,  -33.87,  -42.20,   -2.49,    0.12,    3.83
 39, 0,  1, 1,   29.45,   21.12,  -73.76,   35.11,   41.60,    0.75,    0.09,    3.01
 19, 0,  2, 1,   29.94,   19.96,  -74.05,   31.99,   34.80,   -1.54,    0.21,    3.40
 36, 0,  3, 1,   28.99,   19.89,  -74.38,   20.77,   21.80,   -1.94,    0.36,    1.79
 88, 0,  4, 1,   26.64,   19.14,  -74.45,   10.63,   11.40,    0.89,    0.05,    2.24
 22, 0,  5, 1,   25.79,   19.16,  -74.42,    0.94,    5.70,   -0.87,    0.16,    2.23
 73, 0,  6, 1,   25.89,   18.17,  -74.70,    1.79,    0.00,   -0.89,    0.09,    2.66
