# VP07   2012-04-26_14-07-52
# Elapsed time of measurement: 282 s
# Visual calibration
# n,x,y,z,phi,std(phi)
1, 25.21, 13.11, -66.16, -8.34, 0.03


# Localization experiment
# mode: 0 => generic; 1 => brs_calypso; 2 => brs_rar
# trial_number, mode, source, n, x, y, z, phi, real_phi, delta, stdev, elapsed_time
 46, 0,  1, 1,   27.86,   10.19,  -65.06,   39.60,   41.60,  -12.96,    0.08,    2.51
 58, 0,  2, 1,   24.63,   13.19,  -65.08,   23.98,   34.80,   -4.60,    0.24,    2.02
 68, 0,  3, 1,   25.25,    5.91,  -65.16,    2.79,   21.80,   -5.47,    0.12,    2.34
 74, 0,  4, 1,   19.02,    9.78,  -64.66,    0.51,   11.40,    5.50,    0.07,    2.39
 37, 0,  5, 1,   23.11,   11.95,  -65.60,   -1.17,    5.70,   -2.97,    0.23,    1.63
 75, 0,  6, 1,   19.57,    8.10,  -64.97,  -10.82,    0.00,    4.00,    0.09,    2.02
 80, 0,  7, 1,   20.29,    7.82,  -65.18,  -20.10,  -11.40,    1.12,    0.03,    1.92
 40, 0,  8, 1,   22.99,   12.64,  -65.64,  -12.52,  -16.80,   -4.68,    0.01,    2.73
  3, 0,  9, 1,   23.85,    9.28,  -66.17,  -34.80,  -31.20,   -6.19,    0.25,    2.82
 65, 0, 10, 1,   22.71,    5.04,  -65.38,  -45.35,  -38.90,   -1.64,    0.07,    2.56
 29, 0, 11, 1,   23.16,    8.61,  -65.98,  -40.24,  -42.20,   -5.19,    0.03,    2.39
 26, 0,  1, 1,   24.94,   12.72,  -65.09,   32.26,   41.60,   -4.70,    0.05,    3.07
 57, 0,  2, 1,   21.79,   11.91,  -65.19,   13.45,   34.80,    0.06,    0.09,    2.55
  9, 0,  3, 1,   23.24,   13.59,  -65.52,    6.76,   21.80,   -2.28,    0.10,    2.10
 18, 0,  4, 1,   21.85,   13.20,  -65.47,   -4.59,   11.40,   -0.70,    0.07,    2.69
 27, 0,  5, 1,   22.75,   11.93,  -65.46,    8.88,    5.70,   -1.32,    0.06,    2.03
 52, 0,  6, 1,   22.69,   11.57,  -65.52,   -1.92,    0.00,   -1.90,    0.08,    2.39
  5, 0,  7, 1,   24.11,   11.36,  -66.14,  -17.86,  -11.40,   -6.64,    0.07,    2.05
 35, 0,  8, 1,   22.82,   11.49,  -65.80,  -15.27,  -16.80,   -3.40,    0.03,    1.68
 13, 0,  9, 1,   24.13,    9.55,  -66.03,  -40.82,  -31.20,   -8.48,    0.09,    2.37
 14, 0, 10, 1,   24.10,   10.32,  -65.96,  -41.79,  -38.90,   -9.82,    0.13,    3.84
  7, 0, 11, 1,   24.45,    9.05,  -66.21,  -43.62,  -42.20,   -8.77,    0.18,    2.80
 41, 0,  1, 1,   24.78,   15.00,  -64.79,   27.80,   41.60,   -2.54,    0.01,    2.65
 72, 0,  2, 1,   21.41,   11.17,  -64.57,   24.40,   34.80,   -0.81,    0.11,    4.29
 10, 0,  3, 1,   21.67,   14.19,  -65.08,   12.95,   21.80,    2.40,    0.03,    1.79
 48, 0,  4, 1,   24.46,   13.11,  -65.38,    6.28,   11.40,   -5.07,    0.15,    1.47
 89, 0,  5, 1,   20.74,   10.82,  -64.93,   -1.25,    5.70,    1.79,    0.22,    1.65
 47, 0,  6, 1,   23.65,   12.90,  -65.46,    0.70,    0.00,   -3.66,    0.08,    2.30
 19, 0,  7, 1,   21.48,   12.43,  -65.59,  -11.83,  -11.40,   -1.00,    0.03,    1.93
 24, 0,  8, 1,   22.64,   11.23,  -65.78,  -17.83,  -16.80,   -3.30,    0.16,    2.44
 71, 0,  9, 1,   22.52,    2.74,  -65.05,  -34.11,  -31.20,    1.73,    0.11,    2.03
 86, 0, 10, 1,   20.92,    7.29,  -65.23,  -39.28,  -38.90,   -1.43,    0.08,    1.94
 25, 0, 11, 1,   23.33,   10.32,  -65.94,  -34.11,  -42.20,   -6.64,    0.20,    1.45
 44, 1,  1, 1,   26.06,   11.97,  -65.02,   34.64,   41.60,   -8.04,    0.14,    2.09
 53, 1,  2, 1,   24.26,   12.96,  -65.07,   25.38,   34.80,   -3.40,    0.14,    2.04
 15, 1,  3, 1,   21.62,   13.40,  -65.07,   14.44,   21.80,    2.02,    0.28,    2.10
 59, 1,  4, 1,   21.88,   11.55,  -65.20,    6.63,   11.40,    0.29,    0.08,    2.20
 93, 1,  5, 1,   23.42,   11.15,  -65.28,   -6.22,    5.70,   -4.58,    0.08,    3.29
 88, 1,  6, 1,   20.61,   10.92,  -64.95,   -7.84,    0.00,    1.29,    0.07,    2.19
 31, 1,  7, 1,   22.35,   11.25,  -65.74,   -8.45,  -11.40,   -1.75,    0.07,    2.13
 28, 1,  8, 1,   23.33,   11.02,  -65.88,  -17.66,  -16.80,   -4.43,    0.12,    2.44
  8, 1,  9, 1,   24.03,   12.53,  -65.90,  -35.26,  -31.20,  -11.97,    0.06,    2.02
 16, 1, 10, 1,   22.43,    8.27,  -65.94,  -44.98,  -38.90,   -3.86,    0.17,    2.45
 73, 1, 11, 1,   22.17,    5.07,  -65.24,  -53.95,  -42.20,   -1.70,    0.15,    2.85
  6, 1,  1, 1,   26.68,   13.21,  -65.05,   40.95,   41.60,   -8.13,    0.12,    2.74
 60, 1,  2, 1,   24.64,   12.89,  -65.01,   27.91,   34.80,   -4.82,    0.10,    2.09
 98, 1,  3, 1,   24.04,   12.70,  -64.90,   11.94,   21.80,   -4.31,    0.15,    1.91
 62, 1,  4, 1,   24.96,   11.59,  -65.53,    7.19,   11.40,   -6.65,    0.45,    2.63
 36, 1,  5, 1,   22.53,   12.29,  -65.62,   -4.70,    5.70,   -2.23,    0.16,    1.92
 83, 1,  6, 1,   21.70,    7.17,  -65.16,   -5.31,    0.00,   -0.47,    0.16,    1.65
 64, 1,  7, 1,   21.51,    4.73,  -65.18,  -22.93,  -11.40,    1.16,    0.50,    2.00
 50, 1,  8, 1,   23.28,   11.33,  -65.74,  -21.27,  -16.80,   -5.92,    0.10,    1.66
 51, 1,  9, 1,   23.09,   10.01,  -65.80,  -38.47,  -31.20,   -6.79,    0.06,    2.24
 32, 1, 10, 1,   22.50,   11.91,  -65.68,  -33.26,  -38.90,   -7.08,    0.21,    2.69
  1, 1, 11, 1,   25.21,   13.03,  -66.17,   -8.31,  -42.20,    1.83,    0.14,    0.40
 55, 1,  1, 1,   26.11,   13.16,  -64.98,   38.22,   41.60,   -7.09,    0.38,    2.14
 23, 1,  2, 1,   25.37,   13.52,  -65.00,   30.53,   34.80,   -4.94,    0.16,    2.04
 91, 1,  3, 1,   24.62,   10.60,  -64.89,   21.57,   21.80,   -5.78,    0.23,    2.78
 22, 1,  4, 1,   22.07,   11.54,  -65.66,    1.07,   11.40,   -0.12,    0.10,    2.02
 56, 1,  5, 1,   21.14,    9.50,  -65.55,   -4.15,    5.70,    0.75,    0.19,    2.42
 34, 1,  6, 1,   22.54,   12.46,  -65.48,   -0.28,    0.00,   -1.03,    0.08,    3.30
 99, 1,  7, 1,   23.11,   11.66,  -65.29,  -17.85,  -11.40,   -6.33,    0.34,    2.19
 61, 1,  8, 1,   23.01,    9.76,  -65.87,  -29.83,  -16.80,   -5.92,    0.12,    2.62
 12, 1,  9, 1,   23.76,   11.16,  -66.03,  -37.18,  -31.20,   -9.36,    0.13,    3.50
 84, 1, 10, 1,   21.46,    5.59,  -65.05,  -55.74,  -38.90,   -2.12,    0.21,    2.70
 17, 1, 11, 1,   22.14,    8.18,  -65.83,  -49.26,  -42.20,   -4.50,    0.04,    2.26
 43, 2,  1, 1,   25.64,   12.77,  -65.04,   30.60,   41.60,   -6.18,    0.26,    1.95
 70, 2,  2, 1,   27.41,    8.35,  -64.82,   20.38,   34.80,   -8.96,    0.12,    1.69
 11, 2,  3, 1,   24.15,   13.61,  -65.22,   18.51,   21.80,   -3.34,    0.37,    2.83
 21, 2,  4, 1,   22.90,   13.56,  -65.40,   13.56,   11.40,   -0.86,    0.48,    4.63
 94, 2,  5, 1,   23.54,   12.43,  -64.95,    9.88,    5.70,   -3.58,    0.36,    1.89
 82, 2,  6, 1,   21.65,    5.95,  -65.35,  -17.30,    0.00,    0.22,    0.17,    6.19
  4, 2,  7, 1,   22.97,   15.35,  -65.55,  -19.20,  -11.40,   -7.80,    0.15,    2.78
 76, 2,  8, 1,   20.66,    6.71,  -65.23,  -32.81,  -16.80,    0.65,    0.34,    1.74
 63, 2,  9, 1,   23.38,   10.05,  -65.79,  -36.08,  -31.20,   -6.86,    0.19,    2.59
 90, 2, 10, 1,   22.66,    7.55,  -65.42,  -47.69,  -38.90,   -6.05,    0.30,    1.94
 67, 2, 11, 1,   21.91,    3.01,  -64.83,  -42.09,  -42.20,    1.82,    0.32,    2.79
 45, 2,  1, 1,   26.61,   13.81,  -64.71,   32.06,   41.60,   -6.90,    0.18,    3.45
 33, 2,  2, 1,   24.45,   14.47,  -65.01,   23.80,   34.80,   -2.29,    0.15,    2.21
  2, 2,  3, 1,   25.84,   14.97,  -65.08,   25.44,   21.80,   -4.66,    0.24,   15.89
 30, 2,  4, 1,   22.42,   12.15,  -65.40,    7.94,   11.40,   -1.02,    0.17,    3.21
 66, 2,  5, 1,   25.85,   12.38,  -64.57,   16.77,    5.70,   -4.95,    0.26,    5.21
 95, 2,  6, 1,   23.77,   12.38,  -64.85,    9.76,    0.00,   -3.82,    0.21,    1.44
 39, 2,  7, 1,   23.41,   11.68,  -65.75,  -22.53,  -11.40,   -6.68,    0.23,    5.67
 78, 2,  8, 1,   22.19,    6.25,  -65.49,  -33.10,  -16.80,   -2.64,    0.22,    1.61
 87, 2,  9, 1,   20.50,   10.59,  -65.03,  -26.91,  -31.20,   -2.19,    0.49,    2.11
 20, 2, 10, 1,   22.05,   11.04,  -65.75,  -31.28,  -38.90,   -4.56,    0.19,    2.27
 81, 2, 11, 1,   21.81,    6.42,  -65.23,  -46.84,  -42.20,   -2.90,    0.22,    1.91
 38, 2,  1, 1,   27.01,   13.34,  -64.95,   36.06,   41.60,   -7.94,    0.42,    2.05
 69, 2,  2, 1,   26.26,    7.20,  -64.96,   13.02,   34.80,   -6.81,    0.16,    2.00
 96, 2,  3, 1,   26.90,   11.53,  -64.83,   27.62,   21.80,   -9.71,    0.23,    3.10
 42, 2,  4, 1,   23.46,   12.12,  -65.73,   -2.68,   11.40,   -4.14,    0.15,    9.22
 92, 2,  5, 1,   22.42,    8.41,  -65.41,  -35.37,    5.70,   -3.90,    0.43,    2.71
 97, 2,  6, 1,   23.82,   11.93,  -65.27,   -5.96,    0.00,   -6.06,    0.25,    2.78
 49, 2,  7, 1,   23.01,   11.47,  -65.69,  -32.28,  -11.40,   -7.09,    0.24,    1.90
 54, 2,  8, 1,   23.77,   10.61,  -65.92,  -28.95,  -16.80,   -7.59,    0.08,    2.62
 79, 2,  9, 1,   21.69,    7.42,  -65.27,  -42.77,  -31.20,   -3.76,    0.11,    2.16
 77, 2, 10, 1,   21.59,    4.91,  -65.10,  -47.62,  -38.90,   -0.00,    0.19,    2.04
